Sex,Nationality,Country_of_residence,Work_regions,Periods,Werknemers_1,Sex_%,,,
Male,Dutch,Germany,South East Holland ,2017,90,0.818,,,
Male,Dutch,Germany,South East Holland ,2018,90,0.818,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2010,10,1,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2011,10,1,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2012,10,1,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2013,10,1,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2014,20,0.667,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2015,20,1,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2016,20,0.667,,,
Male,Dutch,Germany,Zeeuwsch-Vlaanderen ,2017,10,1,,,
Male,Dutch,Germany,Other Zeeland ,2010,20,0.667,,,
Male,Dutch,Germany,Other Zeeland ,2011,20,0.667,,,
Male,Dutch,Germany,Other Zeeland ,2012,20,0.667,,,
Male,Dutch,Germany,Other Zeeland ,2013,20,0.667,,,
Male,Dutch,Germany,Other Zeeland ,2014,20,0.667,,,
Male,Dutch,Germany,Other Zeeland ,2015,30,0.75,,,
Male,Dutch,Germany,Other Zeeland ,2016,30,0.6,,,
Male,Dutch,Germany,Other Zeeland ,2017,30,0.75,,,
Male,Dutch,Germany,Other Zeeland ,2018,30,0.75,,,
Male,Dutch,Germany,West-North Brabant ,2010,140,0.778,,,
Male,Dutch,Germany,West-North Brabant ,2011,150,0.789,,,
Male,Dutch,Germany,West-North Brabant ,2012,160,0.8,,,
Male,Dutch,Germany,West-North Brabant ,2013,160,0.8,,,
Male,Dutch,Germany,West-North Brabant ,2014,210,0.778,,,
Male,Dutch,Germany,West-North Brabant ,2015,200,0.8,,,
Male,Dutch,Germany,West-North Brabant ,2016,190,0.76,,,
Male,Dutch,Germany,West-North Brabant ,2017,180,0.75,,,
Male,Dutch,Germany,West-North Brabant ,2018,160,0.762,,,
Male,Dutch,Germany,Central North Brabant,2010,70,0.7,,,
Male,Dutch,Germany,Central North Brabant,2011,70,0.7,,,
Male,Dutch,Germany,Central North Brabant,2012,80,0.727,,,
Male,Dutch,Germany,Central North Brabant,2013,90,0.692,,,
Male,Dutch,Germany,Central North Brabant,2014,110,0.647,,,
Male,Dutch,Germany,Central North Brabant,2015,100,0.625,,,
Male,Dutch,Germany,Central North Brabant,2016,110,0.647,,,
Male,Dutch,Germany,Central North Brabant,2017,90,0.6,,,
Male,Dutch,Germany,Central North Brabant,2018,100,0.625,,,
Male,Dutch,Germany,North-East North Brabant ,2010,290,0.674,,,
Male,Dutch,Germany,North-East North Brabant ,2011,300,0.682,,,
Male,Dutch,Germany,North-East North Brabant ,2012,310,0.674,,,
Male,Dutch,Germany,North-East North Brabant ,2013,320,0.681,,,
Male,Dutch,Germany,North-East North Brabant ,2014,360,0.692,,,
Male,Dutch,Germany,North-East North Brabant ,2015,340,0.68,,,
Male,Dutch,Germany,North-East North Brabant ,2016,350,0.7,,,
Male,Dutch,Germany,North-East North Brabant ,2017,340,0.68,,,
Male,Dutch,Germany,North-East North Brabant ,2018,300,0.698,,,
Male,Dutch,Germany,NL414,2010,250,0.714,,,
Male,Dutch,Germany,NL414,2011,270,0.711,,,
Male,Dutch,Germany,NL414,2012,290,0.707,,,
Male,Dutch,Germany,NL414,2013,300,0.698,,,
Male,Dutch,Germany,NL414,2014,390,0.696,,,
Male,Dutch,Germany,NL414,2015,370,0.698,,,
Male,Dutch,Germany,NL414,2016,390,0.709,,,
Male,Dutch,Germany,NL414,2017,360,0.72,,,
Male,Dutch,Germany,NL414,2018,320,0.696,,,
Male,Dutch,Germany,North Limburg ,2010,310,0.66,,,
Male,Dutch,Germany,North Limburg ,2011,330,0.66,,,
Male,Dutch,Germany,North Limburg ,2012,350,0.648,,,
Male,Dutch,Germany,North Limburg ,2013,380,0.655,,,
Male,Dutch,Germany,North Limburg ,2014,410,0.631,,,
Male,Dutch,Germany,North Limburg ,2015,430,0.652,,,
Male,Dutch,Germany,North Limburg ,2016,450,0.662,,,
Male,Dutch,Germany,North Limburg ,2017,460,0.687,,,
Male,Dutch,Germany,North Limburg ,2018,420,0.7,,,
Male,Dutch,Germany,Central Limburg ,2010,260,0.591,,,
Male,Dutch,Germany,Central Limburg ,2011,280,0.583,,,
Male,Dutch,Germany,Central Limburg ,2012,280,0.56,,,
Male,Dutch,Germany,Central Limburg ,2013,320,0.593,,,
Male,Dutch,Germany,Central Limburg ,2014,330,0.589,,,
Male,Dutch,Germany,Central Limburg ,2015,340,0.596,,,
Male,Dutch,Germany,Central Limburg ,2016,340,0.586,,,
Male,Dutch,Germany,Central Limburg ,2017,350,0.614,,,
Male,Dutch,Germany,Central Limburg ,2018,310,0.596,,,
Male,Dutch,Germany,South Limburg ,2010,670,0.558,,,
Male,Dutch,Germany,South Limburg ,2011,710,0.542,,,
Male,Dutch,Germany,South Limburg ,2012,750,0.551,,,
Male,Dutch,Germany,South Limburg ,2013,810,0.547,,,
Male,Dutch,Germany,South Limburg ,2014,880,0.55,,,
Male,Dutch,Germany,South Limburg ,2015,880,0.557,,,
Male,Dutch,Germany,South Limburg ,2016,890,0.553,,,
Male,Dutch,Germany,South Limburg ,2017,890,0.556,,,
Male,Dutch,Germany,South Limburg ,2018,870,0.572,,,
Female,Belgian,Belgium,IJmond,2010,0,0,,,
Female,Belgian,Belgium,IJmond,2011,0,0,,,
Female,Belgian,Belgium,IJmond,2012,0,0,,,
Female,Belgian,Belgium,IJmond,2013,0,0,,,
Female,Belgian,Belgium,IJmond,2014,0,0,,,
Female,Belgian,Belgium,IJmond,2015,10,0.333,,,
Female,Belgian,Belgium,IJmond,2016,0,0,,,
Female,Belgian,Belgium,IJmond,2017,10,0.333,,,
Female,Belgian,Belgium,IJmond,2018,10,0.333,,,
Female,Belgian,Belgium,Haarlem agglomeration,2010,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2011,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2012,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2013,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2014,20,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2015,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2016,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2017,10,0.5,,,
Female,Belgian,Belgium,Haarlem agglomeration,2018,20,0.5,,,
Female,Belgian,Belgium,Zaanstreek,2010,10,0.333,,,
Female,Belgian,Belgium,Zaanstreek,2011,10,0.333,,,
Female,Belgian,Belgium,Zaanstreek,2012,10,0.333,,,
Female,Belgian,Belgium,Zaanstreek,2013,10,0.25,,,
Female,Belgian,Belgium,Zaanstreek,2014,10,0.25,,,
Female,Belgian,Belgium,Zaanstreek,2015,10,0.25,,,
Female,Belgian,Belgium,Zaanstreek,2016,10,0.167,,,
Female,Belgian,Belgium,Zaanstreek,2017,10,0.143,,,
Female,Belgian,Belgium,Zaanstreek,2018,20,0.25,,,
Female,Belgian,Belgium,Greater Amsterdam,2010,170,0.354,,,
Female,Belgian,Belgium,Greater Amsterdam,2011,200,0.351,,,
Female,Belgian,Belgium,Greater Amsterdam,2012,220,0.349,,,
Female,Belgian,Belgium,Greater Amsterdam,2013,250,0.347,,,
Female,Belgian,Belgium,Greater Amsterdam,2014,310,0.33,,,
Female,Belgian,Belgium,Greater Amsterdam,2015,340,0.347,,,
Female,Belgian,Belgium,Greater Amsterdam,2016,330,0.344,,,
Female,Belgian,Belgium,Greater Amsterdam,2017,320,0.337,,,
Female,Belgian,Belgium,Greater Amsterdam,2018,280,0.301,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2010,10,0.5,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2011,10,0.333,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2012,10,0.333,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2013,20,0.5,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2014,20,0.5,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2015,20,0.4,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2016,20,0.4,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2017,10,0.25,,,
Female,Belgian,Belgium,The Gooi and Vechtstreek ,2018,20,0.4,,,
Female,Belgian,Belgium,The Hague agglomeration,2010,40,0.333,,,
Female,Belgian,Belgium,The Hague agglomeration,2011,40,0.286,,,
Female,Belgian,Belgium,The Hague agglomeration,2012,50,0.313,,,
Female,Belgian,Belgium,The Hague agglomeration,2013,60,0.316,,,
Female,Belgian,Belgium,The Hague agglomeration,2014,70,0.304,,,
Female,Belgian,Belgium,The Hague agglomeration,2015,90,0.321,,,
Female,Belgian,Belgium,The Hague agglomeration,2016,100,0.345,,,
Female,Belgian,Belgium,The Hague agglomeration,2017,80,0.308,,,
Female,Belgian,Belgium,The Hague agglomeration,2018,90,0.346,,,
Female,Belgian,Belgium,Delft and Westland,2010,10,0.167,,,
Female,Belgian,Belgium,Delft and Westland,2011,20,0.25,,,
Female,Belgian,Belgium,Delft and Westland,2012,20,0.222,,,
Female,Belgian,Belgium,Delft and Westland,2013,20,0.222,,,
Female,Belgian,Belgium,Delft and Westland,2014,20,0.182,,,
Female,Belgian,Belgium,Delft and Westland,2015,30,0.25,,,
Female,Belgian,Belgium,Delft and Westland,2016,30,0.273,,,
Female,Belgian,Belgium,Delft and Westland,2017,20,0.2,,,
Female,Belgian,Belgium,Delft and Westland,2018,20,0.25,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2010,10,0.25,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2011,10,0.25,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2012,20,0.286,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2013,20,0.286,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2014,30,0.333,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2015,30,0.3,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2016,30,0.273,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2017,20,0.286,,,
Female,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2018,30,0.375,,,
Female,Belgian,Belgium,East-South Holland ,2010,10,0.333,,,
Female,Belgian,Belgium,East-South Holland ,2011,10,0.25,,,
Female,Belgian,Belgium,East-South Holland ,2012,10,0.25,,,
Female,Belgian,Belgium,East-South Holland ,2013,10,0.2,,,
Female,Belgian,Belgium,East-South Holland ,2014,10,0.2,,,
Female,Belgian,Belgium,East-South Holland ,2015,10,0.167,,,
Female,Belgian,Belgium,East-South Holland ,2016,20,0.286,,,
Female,Belgian,Belgium,East-South Holland ,2017,20,0.286,,,
Female,Belgian,Belgium,East-South Holland ,2018,10,0.167,,,
Female,Belgian,Belgium,Greater Rhinemond ,2010,100,0.244,,,
Female,Belgian,Belgium,Greater Rhinemond ,2011,120,0.25,,,
Female,Belgian,Belgium,Greater Rhinemond ,2012,140,0.25,,,
Female,Belgian,Belgium,Greater Rhinemond ,2013,150,0.231,,,
Female,Belgian,Belgium,Greater Rhinemond ,2014,200,0.244,,,
Female,Belgian,Belgium,Greater Rhinemond ,2015,200,0.235,,,
Female,Belgian,Belgium,Greater Rhinemond ,2016,220,0.256,,,
Female,Belgian,Belgium,Greater Rhinemond ,2017,200,0.247,,,
Female,Belgian,Belgium,Greater Rhinemond ,2018,210,0.247,,,
Female,Belgian,Belgium,South East Holland ,2010,30,0.2,,,
Female,Belgian,Belgium,South East Holland ,2011,30,0.176,,,
Female,Belgian,Belgium,South East Holland ,2012,40,0.211,,,
Female,Belgian,Belgium,South East Holland ,2013,40,0.182,,,
Female,Belgian,Belgium,South East Holland ,2014,40,0.16,,,
Female,Belgian,Belgium,South East Holland ,2015,30,0.12,,,
Female,Belgian,Belgium,South East Holland ,2016,40,0.16,,,
Female,Belgian,Belgium,South East Holland ,2017,40,0.174,,,
Female,Belgian,Belgium,South East Holland ,2018,40,0.182,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2010,350,0.522,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2011,380,0.514,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2012,400,0.5,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2013,430,0.478,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2014,480,0.453,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2015,480,0.457,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2016,450,0.433,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2017,460,0.438,,,
Female,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2018,510,0.425,,,
Female,Belgian,Belgium,Other Zeeland ,2010,60,0.5,,,
Female,Belgian,Belgium,Other Zeeland ,2011,60,0.429,,,
Female,Belgian,Belgium,Other Zeeland ,2012,60,0.4,,,
Female,Belgian,Belgium,Other Zeeland ,2013,70,0.412,,,
Female,Belgian,Belgium,Other Zeeland ,2014,80,0.4,,,
Female,Belgian,Belgium,Other Zeeland ,2015,70,0.35,,,
Female,Belgian,Belgium,Other Zeeland ,2016,70,0.35,,,
Female,Belgian,Belgium,Other Zeeland ,2017,80,0.364,,,
Female,Belgian,Belgium,Other Zeeland ,2018,80,0.32,,,
Female,Belgian,Belgium,West-North Brabant ,2010,370,0.394,,,
Female,Belgian,Belgium,West-North Brabant ,2011,420,0.385,,,
Female,Belgian,Belgium,West-North Brabant ,2012,500,0.397,,,
Female,Belgian,Belgium,West-North Brabant ,2013,540,0.391,,,
Female,Belgian,Belgium,West-North Brabant ,2014,590,0.381,,,
Female,Belgian,Belgium,West-North Brabant ,2015,590,0.386,,,
Female,Belgian,Belgium,West-North Brabant ,2016,600,0.395,,,
Female,Belgian,Belgium,West-North Brabant ,2017,540,0.397,,,
Female,Belgian,Belgium,West-North Brabant ,2018,580,0.397,,,
Female,Belgian,Belgium,Central North Brabant,2010,190,0.404,,,
Female,Belgian,Belgium,Central North Brabant,2011,200,0.392,,,
Female,Belgian,Belgium,Central North Brabant,2012,210,0.389,,,
Female,Belgian,Belgium,Central North Brabant,2013,230,0.39,,,
Female,Belgian,Belgium,Central North Brabant,2014,260,0.388,,,
Female,Belgian,Belgium,Central North Brabant,2015,270,0.386,,,
Female,Belgian,Belgium,Central North Brabant,2016,280,0.4,,,
Female,Belgian,Belgium,Central North Brabant,2017,260,0.388,,,
Female,Belgian,Belgium,Central North Brabant,2018,280,0.4,,,
Female,Belgian,Belgium,North-East North Brabant ,2010,60,0.353,,,
Female,Belgian,Belgium,North-East North Brabant ,2011,70,0.368,,,
Female,Belgian,Belgium,North-East North Brabant ,2012,70,0.35,,,
Female,Belgian,Belgium,North-East North Brabant ,2013,80,0.348,,,
Female,Belgian,Belgium,North-East North Brabant ,2014,90,0.321,,,
